StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,paq_ddf_neg_1,paq_dif_neg_2,paq_eot_gen_3,paq_ddf_pos_4,paq_dif_pos_5,paq_eot_gen_6,paq_timer_1_First Click,paq_timer_1_Last Click,paq_timer_1_Page Submit,paq_timer_1_Click Count,paq_ddf_neg_7,paq_eot_gen_9,paq_ddf_pos_10,paq_dif_pos_11,paq_eot_gen_12,paq_timer_2_First Click,paq_timer_2_Last Click,paq_timer_2_Page Submit,paq_timer_2_Click Count,paq_ddf_neg_13,paq_dif_neg_14,paq_eot_gen_15,paq_ddf_pos_16,paq_dif_pos_17,ac_paq,paq_eot_gen_18,paq_timer_3_First Click,paq_timer_3_Last Click,paq_timer_3_Page Submit,paq_timer_3_Click Count,paq_ddf_neg_19,paq_dif_neg_20,paq_eot_gen_21,paq_ddf_pos_22,paq_dif_pos_23,paq_eot_gen_24,paq_timer_4_First Click,paq_timer_4_Last Click,paq_timer_4_Page Submit,paq_timer_4_Click Count,pmerq_1,pmerq_2,pmerq_3,pmerq_4,pmerq_5,pmerq_6,pmerq_7,pmerq_8,pmerq_9,pmerq_10,pmerq_11,pmerq_12,pmerq_13,pmerq_14,pmerq_15,pmerq_16,pmerq_17,pmerq_18,pmerq_19,pmerq_20,pmerq_21,pmerq_22,pmerq_23,pmerq_24,pmerq_25,pmerq_26,pmerq_27,pmerq_28,pmerq_29,pmerq_30,pmerq_31,pmerq_32,pmerq_33,pmerq_34,pmerq_35,pmerq_36,pmerq_37,pmerq_38,pmerq_39,pmerq_40,pmerq_41,pmerq_42,pmerq_43,pmerq_44,pmerq_45,pmerq_46,pmerq_47,pmerq_48,pmerq_49,pmerq_50,pmerq_51,pmerq_52,pmerq_53,pmerq_54,pmerq_55,pmerq_56,pmerq_57,ac_pmerq,pmerq_timer_First Click,pmerq_timer_Last Click,pmerq_timer_Page Submit,pmerq_timer_Click Count,swls_1,swls_2,swls_3,swls_4,swls_5,swls_timer_First Click,swls_timer_Last Click,swls_timer_Page Submit,swls_timer_Click Count,fss_1,fss_2,fss_3,fss_4,fss_5,fss_6,fss_7,fss_8,fss_9,fss_timer_First Click,fss_timer_Last Click,fss_timer_Page Submit,fss_timer_Click Count,gad_1,gad_2,gad_3,gad_4,gad_5,gad_6,gad_7,gad_timer_First Click,gad_timer_Last Click,gad_timer_Page Submit,gad_timer_Click Count,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_timer_First Click,phq_timer_Last Click,phq_timer_Page Submit,phq_timer_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_timer_1_First Click,tas_timer_1_Last Click,tas_timer_1_Page Submit,tas_timer_1_Click Count,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_timer_2_First Click,tas_timer_2_Last Click,tas_timer_2_Page Submit,tas_timer_2_Click Count,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,ac_tas,tas_eot_15,tas_timer_3_First Click,tas_timer_3_Last Click,tas_timer_3_Page Submit,tas_timer_3_Click Count,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,tas_timer_4_First Click,tas_timer_4_Last Click,tas_timer_4_Page Submit,tas_timer_4_Click Count,erq_reap_fr_1,erq_supp_fr_2,erq_reap_fr_3,erq_supp_fr_4,erq_reap_fr_5,erq_supp_fr_6,erq_reap_fr_7,erq_reap_fr_8,erq_supp_fr_9,erq_reap_fr_10,gender,age,academic,academic_7_TEXT,race_1,race_2,race_16,race_4,race_5,race_7,race_8,race_10,race_11,race_13,race_15,race_1_TEXT,race_16_TEXT,race_13_TEXT,race_15_TEXT,pid,pool,qualtrics_name,ac_pmerq_pass,ac_tas_pass,ac_paq_pass,ac_passes,rawdatafile,paq,paq_dif,paq_ddf,paq_eot,paq_neg,paq_pos,paq_dif_neg,paq_ddf_neg,paq_dif_pos,paq_ddf_pos
2021-07-07 03:37:26,2021-07-07 03:48:36,IP Address,107.3.164.169,100,669,True,2021-07-07 03:48:36,R_3dHecLuJCbBRJYy,37.404296875,-122.074798583984375,anonymous,EN,1,5,4,5,4,5,4,6.916,26.135,27.129,6,6,4,3,3,4,4.476,24.495,25.527,6,5,5,4,3,3,1,4,4.215,31.06,31.578,10,5,5,3,3,3,5,3.778,19.129,21.8,6,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,2,3,4,2,3,3,3,2,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,Somewhat agree,9.738,278.817,280.401,63,4,4,4,4,4,4.088,13.834,14.439,6,6,5,3,6,3,5,6,4,4,4.114,26.156,27.477,10,2,1,1,1,1,1,1,5.911,25.12,26.188,7,1,1,1,1,1,1,1,1,4.739,29.436,30.47,8,3,4,2,Neither Disagree or Agree,Moderately Agree,5.108,19.076,20.072,6,3,2,4,2,Moderately Agree,3.865,16.206,17.019,6,3,4,3,2,1,3,2.21,26.33,27.298,6,3,4,Moderately Agree,Moderately Agree,3,5.594,21.64,22.722,5,6,6,6,3,5,5,5,5,6,6,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96385,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,95,28,34,33,35,27,14,21,14,13
2021-07-07 05:58:16,2021-07-07 06:03:24,IP Address,73.189.180.254,100,308,True,2021-07-07 06:03:25,R_2bVGFeCoqQayGwy,37.3083038330078125,-121.96429443359375,anonymous,EN,1,4,4,4,5,6,4,1.334,7.484,8.899,6,7,5,5,1,7,1.632,10.06,12.332,7,4,6,4,2,3,0,5,1.086,9.397,11.215,8,3,5,4,4,6,5,0.995,8.39,11.101,7,2,1,2,2,1,1,2,3,3,2,3,2,3,3,3,4,4,4,3,3,3,2,2,2,2,1,1,1,1,2,2,1,3,4,3,4,4,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,2,1,4,4,5,Agree,1.118,86.073,87.459,61,4,3,7,6,3,1.511,8.3,9.977,5,4,3,4,7,6,4,7,6,5,1.059,14.461,15.926,11,2,1,1,4,1,3,1,1.239,8.89,10.834,7,2,1,1,1,1,1,2,1,1.338,18.012,19.484,13,1,1,1,Neither Disagree or Agree,Neither Disagree or Agree,2.525,13.855,15.571,7,3,2,1,4,Neither Disagree or Agree,1.187,6.091,8.308,5,2,2,3,3,0,4,1.699,8.662,9.888,6,3,2,Moderately Agree,Neither Disagree or Agree,5,0.801,7.3,9.1,5,4,3,4,4,7,4,3,1,1,4,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hispanic,96016,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,103,31,34,38,33,32,15,18,16,16
2021-07-07 05:40:56,2021-07-07 06:15:38,IP Address,73.202.200.80,100,2081,True,2021-07-07 06:15:38,R_7W0H0BXsETuTPTb,37.3209075927734375,-121.91259765625,anonymous,EN,1,2,2,2,1,2,2,7.3,43.104,45.171,11,4,1,2,2,1,8.922,40.898,43.169,11,2,2,2,2,2,1,2,9.788,73.579,81.218,13,2,4,1,2,2,1,11.185,107.406,109.916,11,6,5,5,3,5,3,5,4,5,5,6,3,5,4,4,5,5,3,6,6,5,5,5,4,5,5,5,5,4,5,5,4,3,5,5,5,5,5,4,3,5,4,5,5,3,3,4,5,4,4,5,4,5,5,4,4,3,Somewhat agree,28.491,986.862,988.545,129,6,6,7,6,1,11.866,44.157,60.321,10,5,2,2,2,2,4,2,2,2,14.501,98.893,101.756,17,2,2,2,1,1,2,2,7.771,46.43,49.11,13,1,2,2,1,1,1,1,1,23.442,144.078,145.815,15,1,1,1,Strongly Agree,Moderately Agree,11.546,50.88,53.045,9,1,1,1,1,Strongly Agree,6.722,50.209,53.701,8,1,2,1,1,1,2,4.09,52.988,54.73,10,3,1,Strongly Agree,Strongly Agree,4,8.108,46.631,48.948,9,6,2,7,3,6,1,6,5,2,6,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96124,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,45,16,17,12,18,15,8,10,8,7
2021-07-07 06:32:23,2021-07-07 06:36:44,IP Address,73.189.180.254,100,260,True,2021-07-07 06:36:45,R_3mdvNOSJuY3bBek,37.3083038330078125,-121.96429443359375,anonymous,EN,1,3,6,6,2,2,3,0.902,6.853,8.131,6,5,3,1,3,3,0.521,6.968,8.09,7,4,6,4,5,1,0,6,0.701,8.516,10.623,8,3,6,7,2,3,5,0.723,6.826,8.193,6,3,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,5,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,Somewhat agree,0.721,80.263,82.845,63,3,3,3,3,2,1.254,6.293,7.971,5,4,3,3,6,2,5,5,5,3,0.512,10.479,12.059,9,2,2,2,2,2,3,1,1.214,11.678,12.74,8,4,1,1,1,2,3,2,1,0.444,10.249,12.093,9,3,4,2,Moderately Disagree,Moderately Disagree,0.925,7.267,8.927,6,3,1,3,3,Strongly Disagree,0.653,5.476,7.615,6,4,2,2,5,0,1,0.52,6.878,8.939,8,3,2,Moderately Disagree,Strongly Agree,2,0.666,5.763,7.5,5,1,5,2,6,4,3,1,5,4,5,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96016,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,89,27,25,37,33,19,18,15,9,10
2021-07-07 06:25:42,2021-07-07 06:36:54,IP Address,73.70.45.79,100,672,True,2021-07-07 06:36:55,R_3jc86NGFUhcmMD4,37.35260009765625,-121.9541015625,anonymous,EN,1,2,3,3,6,5,2,5.849,27.933,29.336,15,3,1,3,3,5,5.206,23.753,24.843,14,5,5,5,5,5,1,1,18.881,39.489,40.65,14,2,3,1,3,5,1,9.391,28.934,29.588,14,4,5,3,6,2,6,2,3,2,2,3,4,4,2,4,4,4,5,4,2,3,4,2,3,4,4,2,6,2,3,3,6,6,4,3,6,4,2,4,6,3,2,3,2,3,5,2,2,4,3,2,3,2,4,4,5,5,Somewhat agree,11.564,214.701,215.301,122,2,3,2,3,1,1.976,21.243,22.538,14,7,3,7,6,6,6,7,5,7,2.131,20.617,22.216,19,2,2,2,2,1,1,2,2.938,29.633,34.64,17,2,1,4,2,4,1,2,1,4.317,35.8,36.212,20,2,3,3,Moderately Agree,Strongly Agree,4.356,21.478,22.149,10,3,5,3,2,Strongly Agree,3.145,15.136,15.84,10,4,4,3,3,1,3,3.416,39.351,40.475,12,5,5,Moderately Disagree,Strongly Agree,2,2.767,19.902,22.685,10,6,5,6,5,4,4,2,2,3,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pakistani,NA,96172,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,77,29,29,19,23,35,11,12,18,17
2021-07-07 07:14:38,2021-07-07 07:43:13,IP Address,24.130.85.21,100,1714,True,2021-07-07 07:43:13,R_2ToU3mxlJZrZGTf,37.9268951416015625,-122.331298828125,anonymous,EN,1,3,2,5,2,2,3,6.057,36.381,39.656,7,2,3,3,2,5,29.748,67.618,70.34,6,2,2,3,2,2,1,3,9.143,55.394,57.907,7,3,5,3,2,3,3,11.158,43.244,48.492,6,5,3,4,5,5,6,4,5,4,4,3,5,3,4,4,5,3,4,4,4,5,4,3,4,3,4,4,2,3,4,3,5,3,4,3,4,4,2,4,4,5,3,3,4,3,3,2,4,4,4,4,5,4,3,4,5,3,Somewhat agree,22.89,724.302,725.453,61,5,5,6,5,2,4.007,76.601,79.732,5,5,3,2,5,2,2,3,2,2,7.799,63.861,65.631,10,1,1,2,1,1,2,1,14.848,84.301,86.899,7,1,1,1,1,1,1,1,1,4.249,46.143,47.497,8,3,4,1,Moderately Agree,Neither Disagree or Agree,8.857,36.117,38.942,5,2,1,4,2,Strongly Agree,6.874,30.543,33.782,5,2,2,2,3,1,2,6.979,85.022,91.093,7,5,2,Neither Disagree or Agree,Moderately Agree,3,6.64,47.411,51.361,5,1,3,5,2,7,3,4,5,3,6,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tibetan,NA,96136,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,65,18,19,28,19,18,9,10,9,9
2021-07-07 15:57:00,2021-07-07 16:12:04,IP Address,160.72.200.194,100,903,True,2021-07-07 16:12:04,R_YWZrPdG28IYwnZf,40.0767974853515625,-82.5218963623046875,anonymous,EN,1,5,5,2,3,3,5,4.017,27.173,28.236,8,5,2,2,2,2,3.633,26.415,27.478,9,3,4,5,2,2,1,2,3.078,24.093,24.981,7,5,3,2,3,3,3,5.767,34.848,35.871,13,5,5,3,4,3,5,4,5,4,3,5,5,4,3,5,5,5,4,4,4,5,5,6,4,2,5,4,4,5,4,3,4,4,5,5,4,4,5,4,4,3,3,5,3,4,3,4,5,4,5,3,4,5,5,3,3,4,Agree,6.68,469.282,470.006,68,5,5,6,6,2,7.354,18.897,19.783,7,6,3,5,5,4,5,6,5,5,3.464,26.757,27.25,10,3,2,3,3,3,2,2,2.806,22.608,23.612,8,2,2,3,3,4,1,1,1,9.47,44.574,46.636,9,2,2,1,Moderately Disagree,Moderately Agree,10.243,25.649,26.835,6,4,1,3,4,Strongly Agree,6.262,19.142,20.198,6,2,3,2,3,1,3,3.778,30.634,31.414,8,2,2,Strongly Agree,Strongly Agree,2,2.94,17.106,17.99,7,6,5,6,2,6,3,6,6,3,6,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91174,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,73,22,28,23,30,20,12,18,10,10
2021-07-07 17:11:19,2021-07-07 17:41:22,IP Address,108.243.33.103,100,1802,True,2021-07-07 17:41:22,R_xip9BA7ARkRmtrj,37.4445953369140625,-122.183502197265625,anonymous,EN,1,5,5,3,5,5,5,4.981,66.765,67.366,16,5,3,5,5,2,3.193,87.632,88.57,37,5,5,3,4,4,1,3,14.035,92.085,93,27,3,5,2,4,5,3,7.791,265.432,267.398,19,2,2,2,2,4,5,3,3,4,3,4,3,5,4,4,3,5,4,4,3,3,5,3,4,3,5,3,4,3,4,2,3,4,3,4,5,5,3,2,2,4,2,3,5,5,2,3,4,4,5,3,4,4,3,2,2,2,Somewhat agree,1.239,564.866,565.521,169,5,5,3,5,3,2.09,37.829,39.236,27,6,2,2,6,2,6,6,2,2,7.101,73.554,74.109,38,1,1,1,1,1,2,1,13.999,61.944,63.47,18,2,2,2,1,1,2,1,1,12.616,69.548,70.545,22,4,4,2,Moderately Disagree,Moderately Disagree,0.932,33.731,34.892,14,2,2,3,2,Moderately Disagree,9.031,47.92,49.073,11,2,4,3,2,1,2,0.759,47.349,48.683,17,3,2,Moderately Disagree,Moderately Agree,3,14.59,57.3,58.682,11,5,5,3,3,3,3,5,4,3,4,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96670,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,94,34,36,24,33,37,15,18,19,18
2021-07-07 17:22:12,2021-07-07 18:15:54,IP Address,73.63.226.179,100,3221,True,2021-07-07 18:15:54,R_2y2i4UVF9urPKva,37.3697967529296875,-121.81600189208984375,anonymous,EN,1,7,7,3,5,3,6,12.999,87.981,89.056,7,7,2,3,3,3,7.298,82.201,82.982,8,6,6,7,3,3,1,2,3.512,1156.64,1157.478,15,6,6,2,3,3,2,6.808,256.856,257.941,8,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,4,4,5,4,5,4,5,4,5,3,5,4,4,5,4,5,5,4,5,5,3,Agree,5.436,385.97,387.473,63,4,2,6,5,6,2.885,68.553,69.932,12,7,2,3,5,6,6,6,6,6,6.478,284.832,285.074,21,2,2,3,3,4,2,4,6.374,39.765,40.95,7,4,2,1,3,3,2,2,2,11.689,66.163,66.977,8,3,4,4,Moderately Disagree,Moderately Agree,30.344,442.395,443.344,11,4,4,5,4,Strongly Agree,6.052,50.681,51.393,9,5,3,5,2,1,5,7.55,49.738,50.89,9,2,3,Moderately Agree,Moderately Agree,4,10.386,38.039,38.988,5,7,7,7,3,6,3,7,7,5,7,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96265,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,98,31,40,27,45,26,19,26,12,14
2021-07-07 18:26:09,2021-07-07 18:27:45,IP Address,98.207.232.106,100,96,True,2021-07-07 18:27:46,R_3Ed23Ig5sDZxxfx,37.3589935302734375,-122.08660125732421875,anonymous,EN,1,NA,NA,1,NA,NA,NA,2.541,10.453,10.456,4,NA,NA,NA,NA,NA,2.718,2.718,2.72,1,NA,NA,NA,NA,NA,NA,NA,2.222,2.222,2.224,1,NA,NA,NA,NA,NA,NA,2.246,2.246,2.248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.149,5.149,5.163,1,NA,NA,NA,7,NA,2.557,7.83,7.832,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.488,3.488,3.491,1,NA,NA,NA,NA,NA,NA,NA,3.975,3.975,3.979,1,NA,1,NA,NA,NA,NA,NA,NA,2.75,8.78,8.783,3,NA,NA,NA,NA,NA,3.187,3.187,3.19,1,NA,NA,NA,NA,NA,3.734,3.734,3.737,1,NA,NA,NA,NA,NA,NA,2.788,2.788,2.791,1,NA,NA,NA,NA,NA,2.61,2.61,2.614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,psychone,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-07 18:06:32,2021-07-07 18:49:09,IP Address,71.198.2.106,100,2557,True,2021-07-07 18:49:10,R_1KgaSqXftV5cewL,37.3773040771484375,-122.01940155029296875,anonymous,EN,1,2,2,2,2,2,2,7.532,58.395,59.095,7,6,3,5,2,2,24.893,119.922,122.06,8,5,5,4,6,2,0,2,19.21,158.332,160.155,10,6,5,2,6,6,4,19.325,73.482,75.303,8,5,5,2,5,4,5,4,2,5,4,5,5,5,5,4,5,5,5,4,2,5,5,3,5,2,3,2,4,4,5,5,2,5,5,2,5,5,2,4,5,5,2,5,5,2,2,2,4,5,5,2,2,2,5,5,2,2,Agree,48.735,1010.181,1011.525,66,3,2,2,2,2,10.992,42.348,45.039,5,6,2,2,6,5,2,5,2,5,6.438,74.083,80.222,10,2,2,2,2,2,2,2,8.027,48.427,50.385,7,2,2,2,2,3,2,1,2,74.359,196.538,198.08,9,2,2,3,Moderately Agree,Moderately Disagree,16.264,62.122,66.95,7,2,4,2,2,Moderately Agree,7.035,63.049,66.35,6,2,3,2,2,0,2,12.383,87.243,95.754,6,4,2,Moderately Disagree,Moderately Agree,3,10.731,89.369,90.611,5,6,2,3,2,2,2,6,5,2,5,NA,45,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96190,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,83,24,38,21,31,31,12,19,12,19
2021-07-07 19:35:22,2021-07-07 19:44:37,IP Address,24.4.124.222,100,554,True,2021-07-07 19:44:38,R_OleH6P51GL8EBz3,37.437103271484375,-121.8954010009765625,anonymous,EN,1,1,5,4,2,2,4,4.329,26.976,27.336,8,5,2,2,2,3,3.824,16.368,17.673,7,4,4,4,2,2,1,2,2.308,20.381,21.026,7,4,4,1,4,2,2,2.523,14.532,15.253,6,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,Somewhat agree,54.922,167.853,168.808,62,2,4,5,5,4,3.516,12.028,12.619,5,5,6,5,4,4,4,4,4,2,3.947,21.427,22.233,10,1,1,1,1,1,1,1,2.378,11.498,12.281,7,1,1,3,2,1,1,1,1,7.337,28.258,29.505,8,2,2,3,Moderately Agree,Neither Disagree or Agree,4.177,15.065,15.746,6,3,3,3,4,Strongly Agree,3.533,13.533,13.847,8,2,1,4,4,1,3,2.893,27.086,28.621,7,3,3,Neither Disagree or Agree,Moderately Agree,3,1.849,12.441,13.033,6,4,3,3,2,5,5,4,5,3,3,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96634,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,67,21,24,22,27,18,13,14,8,10
2021-07-07 20:54:09,2021-07-07 21:03:47,IP Address,206.213.157.170,100,578,True,2021-07-07 21:03:48,R_111KHIoGyyURf8w,37.2599029541015625,-121.9170989990234375,anonymous,EN,1,6,6,7,6,6,6,4.512,18.723,19.874,7,7,7,7,7,7,4.534,12.957,13.8,6,6,6,6,4,3,0,5,2.958,22.335,23.38,10,7,7,2,5,6,6,7.293,17.354,18.99,7,4,4,4,4,2,6,2,3,2,2,2,2,2,2,1,3,3,3,3,3,3,6,1,1,6,6,6,3,3,3,3,3,3,3,6,6,1,1,6,6,6,1,2,2,3,3,1,3,3,3,4,3,3,2,2,3,3,Strongly disagree,8.595,171.67,172.17,64,1,3,5,5,2,3.755,19.814,20.369,8,7,4,6,6,6,6,6,6,7,3.539,21.537,22.518,13,2,2,3,2,2,4,1,83.785,108.057,109.005,11,2,2,1,4,3,3,2,2,4.19,23.887,25.751,10,4,4,1,Strongly Disagree,Strongly Disagree,2.356,17.604,18.721,8,5,5,5,5,Strongly Agree,6.063,14.93,15.896,6,5,5,5,5,1,5,2.544,23.579,24.59,8,3,5,Strongly Agree,Strongly Disagree,3,6.652,18.754,19.728,7,6,7,5,4,4,7,4,3,5,4,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96940,rep,emo_similarity_network_presurvey_sum2021,0,1,0,1 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,135,41,48,46,45,44,19,26,22,22
2021-07-07 21:33:08,2021-07-07 21:39:57,IP Address,76.127.117.248,100,409,True,2021-07-07 21:39:57,R_22yUCWTkJI6P2II,37.7353057861328125,-121.44029998779296875,anonymous,EN,1,4,4,4,4,4,4,10.903,16.322,17.14,7,4,4,4,4,4,0.618,5.542,6.474,6,4,4,4,4,4,0,4,0.425,7.447,8.371,8,4,4,4,4,4,4,0.412,5.813,7.259,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Somewhat agree,11.429,181.022,185.119,72,4,4,4,4,4,6,14.568,15.875,6,4,4,4,4,4,4,4,4,4,0.673,10.302,11.763,10,1,1,1,1,1,1,1,7.609,25.96,27.34,11,1,1,1,1,1,1,1,1,6.973,19.963,26.333,9,3,3,3,Neither Disagree or Agree,Neither Disagree or Agree,2.399,10.983,12.703,5,3,3,3,3,Neither Disagree or Agree,3.13,8.313,9.391,7,3,3,3,3,0,3,0.759,6.25,6.602,7,3,3,Neither Disagree or Agree,Neither Disagree or Agree,3,0.91,4.701,5.585,5,5,5,5,5,5,4,4,4,4,4,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96370,rep,emo_similarity_network_presurvey_sum2021,1,0,0,0 + 1 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,92,28,32,32,28,32,12,16,16,16
2021-07-07 21:21:54,2021-07-07 21:41:34,IP Address,67.180.215.5,100,1180,True,2021-07-07 21:41:34,R_3MFgO0UmjPFN8Qb,37.3881072998046875,-121.8755950927734375,anonymous,EN,1,5,4,2,2,2,3,2.069,57.51,57.971,14,5,2,2,2,2,5.374,27.802,28.91,7,5,4,6,5,4,1,2,3.409,74.861,76.045,15,3,4,1,4,5,2,8.717,37.13,37.962,12,4,5,3,5,2,5,5,3,4,5,5,3,5,5,5,4,5,5,5,5,6,3,5,6,4,6,6,3,4,4,4,4,3,3,3,5,3,6,4,5,4,4,4,4,3,1,1,5,4,6,6,6,6,4,6,4,4,Strongly agree,3.018,487.164,488.087,96,3,3,2,5,2,4.817,26.101,27.426,8,6,4,6,5,6,2,2,5,5,4.753,53.724,54.596,16,3,4,4,4,3,3,2,8.276,55.556,56.266,24,1,3,3,3,1,3,2,1,3.699,41.42,42.608,12,3,3,2,Moderately Agree,Moderately Agree,2.52,29.466,30.385,7,4,3,2,3,Strongly Agree,4.68,36.47,37.237,8,2,1,3,4,1,4,5.978,61.501,62.876,9,2,2,Moderately Agree,Strongly Agree,2,4.907,43.299,44.418,14,6,4,5,4,5,4,4,5,3,5,NA,27,NA,bachelor's degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96628,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,76,25,31,20,30,26,12,18,13,13
2021-07-07 21:12:07,2021-07-07 21:42:19,IP Address,98.234.13.138,100,1812,True,2021-07-07 21:42:20,R_1geHkU5TE0UInVD,37.4073028564453125,-121.938995361328125,anonymous,EN,1,7,4,7,6,5,6,9.327,56.147,57.549,10,7,5,6,5,6,5.481,54.843,57.021,11,6,5,7,6,5,1,7,26.58,84.493,85.554,10,5,5,6,5,5,5,11.758,40.786,42.728,8,3,4,3,5,4,5,4,3,3,3,3,4,4,4,5,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,5,3,3,4,4,3,3,5,4,4,3,3,5,4,2,4,4,4,3,4,3,3,3,3,4,Disagree,37.79,969.579,970.439,70,3,3,3,3,2,10.222,28.02,28.767,6,7,5,5,5,5,5,5,5,5,4.48,51.093,51.881,13,2,2,2,3,2,3,2,9.366,77.125,77.879,9,2,4,4,4,3,4,4,1,7.151,86.067,88.151,10,5,1,3,Moderately Disagree,Moderately Agree,8.2,52.45,53.368,9,4,3,3,4,Moderately Agree,6.268,42.161,43.029,7,4,4,4,3,1,4,3.428,43.463,44.669,7,3,5,Neither Disagree or Agree,Neither Disagree or Agree,3,5.74,43.481,46.804,5,5,7,5,6,5,7,5,6,7,5,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96070,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,131,34,48,49,39,43,14,25,20,23
