StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,paq_ddf_neg_1,paq_dif_neg_2,paq_eot_gen_3,paq_ddf_pos_4,paq_dif_pos_5,paq_eot_gen_6,paq_timer_1_First Click,paq_timer_1_Last Click,paq_timer_1_Page Submit,paq_timer_1_Click Count,paq_ddf_neg_7,paq_eot_gen_9,paq_ddf_pos_10,paq_dif_pos_11,paq_eot_gen_12,paq_timer_2_First Click,paq_timer_2_Last Click,paq_timer_2_Page Submit,paq_timer_2_Click Count,paq_ddf_neg_13,paq_dif_neg_14,paq_eot_gen_15,paq_ddf_pos_16,paq_dif_pos_17,ac_paq,paq_eot_gen_18,paq_timer_3_First Click,paq_timer_3_Last Click,paq_timer_3_Page Submit,paq_timer_3_Click Count,paq_ddf_neg_19,paq_dif_neg_20,paq_eot_gen_21,paq_ddf_pos_22,paq_dif_pos_23,paq_eot_gen_24,paq_timer_4_First Click,paq_timer_4_Last Click,paq_timer_4_Page Submit,paq_timer_4_Click Count,pmerq_1,pmerq_2,pmerq_3,pmerq_4,pmerq_5,pmerq_6,pmerq_7,pmerq_8,pmerq_9,pmerq_10,pmerq_11,pmerq_12,pmerq_13,pmerq_14,pmerq_15,pmerq_16,pmerq_17,pmerq_18,pmerq_19,pmerq_20,pmerq_21,pmerq_22,pmerq_23,pmerq_24,pmerq_25,pmerq_26,pmerq_27,pmerq_28,pmerq_29,pmerq_30,pmerq_31,pmerq_32,pmerq_33,pmerq_34,pmerq_35,pmerq_36,pmerq_37,pmerq_38,pmerq_39,pmerq_40,pmerq_41,pmerq_42,pmerq_43,pmerq_44,pmerq_45,pmerq_46,pmerq_47,pmerq_48,pmerq_49,pmerq_50,pmerq_51,pmerq_52,pmerq_53,pmerq_54,pmerq_55,pmerq_56,pmerq_57,ac_pmerq,pmerq_timer_First Click,pmerq_timer_Last Click,pmerq_timer_Page Submit,pmerq_timer_Click Count,swls_1,swls_2,swls_3,swls_4,swls_5,swls_timer_First Click,swls_timer_Last Click,swls_timer_Page Submit,swls_timer_Click Count,fss_1,fss_2,fss_3,fss_4,fss_5,fss_6,fss_7,fss_8,fss_9,fss_timer_First Click,fss_timer_Last Click,fss_timer_Page Submit,fss_timer_Click Count,gad_1,gad_2,gad_3,gad_4,gad_5,gad_6,gad_7,gad_timer_First Click,gad_timer_Last Click,gad_timer_Page Submit,gad_timer_Click Count,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_timer_First Click,phq_timer_Last Click,phq_timer_Page Submit,phq_timer_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_timer_1_First Click,tas_timer_1_Last Click,tas_timer_1_Page Submit,tas_timer_1_Click Count,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_timer_2_First Click,tas_timer_2_Last Click,tas_timer_2_Page Submit,tas_timer_2_Click Count,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,ac_tas,tas_eot_15,tas_timer_3_First Click,tas_timer_3_Last Click,tas_timer_3_Page Submit,tas_timer_3_Click Count,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,tas_timer_4_First Click,tas_timer_4_Last Click,tas_timer_4_Page Submit,tas_timer_4_Click Count,erq_reap_fr_1,erq_supp_fr_2,erq_reap_fr_3,erq_supp_fr_4,erq_reap_fr_5,erq_supp_fr_6,erq_reap_fr_7,erq_reap_fr_8,erq_supp_fr_9,erq_reap_fr_10,gender,age,academic,academic_7_TEXT,race_1,race_2,race_16,race_4,race_5,race_7,race_8,race_10,race_11,race_13,race_15,race_1_TEXT,race_16_TEXT,race_13_TEXT,race_15_TEXT,pid,pool,qualtrics_name,ac_pmerq_pass,ac_tas_pass,ac_paq_pass,ac_passes,rawdatafile,paq,paq_dif,paq_ddf,paq_eot,paq_neg,paq_pos,paq_dif_neg,paq_ddf_neg,paq_dif_pos,paq_ddf_pos
2021-07-07 21:46:45,2021-07-07 21:51:12,IP Address,24.6.171.150,100,267,True,2021-07-07 21:51:12,R_2BbQuWslV1DM1Lb,37.3372039794921875,-121.798004150390625,anonymous,EN,1,3,3,3,5,3,3,2.846,13.088,15.127,7,3,3,3,3,3,1.979,11.66,12.8,6,2,2,2,2,2,0,2,1.295,12.25,13.273,8,2,2,2,2,2,2,1.175,8.703,10.821,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,Disagree,3.135,66.333,67.333,59,2,2,2,2,2,1.779,7.866,9.019,5,6,4,4,4,4,4,4,4,4,2.574,20.93,23.302,9,2,2,2,2,2,2,2,1.759,10.476,11.589,7,2,2,2,2,2,2,2,2,1.912,11.706,12.956,8,2,2,2,Moderately Disagree,Moderately Disagree,1.331,8.064,9.428,5,2,2,2,2,Moderately Disagree,1.024,6.107,7.398,5,2,2,2,2,0,2,1.421,7.549,8.702,6,2,2,Moderately Disagree,Moderately Disagree,2,1.5,6.984,8.298,5,2,2,2,2,2,2,2,2,2,2,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96121,rep,emo_similarity_network_presurvey_sum2021,1,0,0,0 + 1 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,59,17,22,20,17,22,7,10,10,12
2021-07-07 21:42:30,2021-07-07 21:57:06,IP Address,73.158.12.122,100,875,True,2021-07-07 21:57:06,R_DCuoEVL1TFL0EUN,37.3697967529296875,-121.81600189208984375,anonymous,EN,1,4,2,5,2,3,6,4.081,17.141,18.962,6,6,6,6,6,6,77.027,86.594,88.465,7,5,4,6,4,6,0,6,3.809,15.552,16.659,8,6,6,2,6,6,6,1.952,16.882,18.751,9,5,3,5,4,5,3,5,6,5,5,5,4,2,4,5,2,2,3,5,3,5,2,5,2,2,2,5,4,4,5,3,3,4,3,5,2,2,5,2,4,2,3,5,5,5,5,5,5,4,2,5,4,5,5,4,2,4,Disagree,68.984,421.886,422.525,86,6,6,6,6,5,2.496,7.711,8.944,5,6,2,2,4,4,2,6,4,6,2.113,27.387,28.777,12,1,1,2,1,1,2,1,2.043,17.809,19.275,11,2,2,3,2,1,2,2,1,6.05,32.66,34.881,13,3,4,3,Moderately Disagree,Moderately Agree,5.153,19.279,20.7,8,3,3,2,3,Moderately Agree,18.511,30.443,31.573,7,4,2,3,2,1,4,10.427,37.709,38.846,11,4,4,Strongly Agree,Moderately Agree,3,3.763,16.26,17.361,7,4,6,5,4,5,6,4,5,6,4,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indonesian,NA,96013,rep,emo_similarity_network_presurvey_sum2021,1,1,0,1 + 1 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,115,33,39,43,33,39,12,21,21,18
2021-07-07 23:31:21,2021-07-07 23:56:30,IP Address,98.248.42.195,100,1508,True,2021-07-07 23:56:30,R_2QEtjByHenje5mk,37.250701904296875,-121.83599853515625,anonymous,EN,1,6,2,2,5,2,4,8.306,50.038,52.329,13,3,2,2,2,2,47.622,87.623,90.565,12,3,3,4,2,3,1,3,6.457,53.581,55.458,14,3,2,3,2,2,4,7.468,38.373,40.665,13,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,3,6,4,4,3,4,4,4,3,4,4,4,4,4,5,4,6,3,5,4,4,4,4,4,3,4,4,4,4,4,5,6,4,4,4,4,Somewhat disagree,14.134,654.909,657.472,100,5,5,5,5,6,9.279,32.961,35.153,10,5,2,3,2,2,2,2,2,2,6.946,58.011,59.905,18,1,1,1,1,1,1,1,5.345,49.076,52.615,13,1,1,1,1,1,1,1,1,20.842,84.481,85.848,18,1,2,1,Moderately Agree,Neither Disagree or Agree,22.276,52.355,54.622,10,2,2,4,3,Neither Disagree or Agree,2.373,35.363,37.245,8,2,1,2,2,1,3,7.422,57.827,59.281,11,3,4,Moderately Agree,Neither Disagree or Agree,2,7.165,46.927,48.999,15,4,5,5,5,5,5,5,5,5,5,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96838,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,66,16,26,24,22,20,7,15,9,11
2021-07-07 02:11:30,2021-07-08 00:05:13,IP Address,98.45.177.177,100,78823,True,2021-07-08 00:05:14,R_3q8AAPR9kmJXD1t,37.39739990234375,-122.00099945068359375,anonymous,EN,1,6,7,6,3,5,6,4.475,23.581,25.377,7,6,3,3,3,5,5.087,25.734,26.898,6,7,7,6,2,2,1,5,3.055,27.84,28.958,9,5,5,3,5,5,5,711.458,737.832,738.393,9,4,6,2,5,4,5,3,5,4,4,2,4,5,3,4,5,4,3,4,5,2,5,3,5,4,5,5,3,5,5,2,4,4,5,5,5,2,4,5,4,4,5,3,5,3,4,4,5,4,4,3,5,3,2,4,5,4,Somewhat agree,6.065,205.782,212.618,62,5,5,5,3,3,5.907,21.779,23.023,5,6,3,5,6,5,4,6,2,6,4.2,26.535,27.659,9,2,2,1,2,1,1,2,4.71,20.77,21.974,7,2,1,4,3,1,2,1,2,5.611,32.438,33.437,8,4,4,2,Moderately Disagree,Moderately Agree,5.025,20.905,22.246,6,4,4,4,4,Moderately Disagree,4.13,16.308,17.658,5,3,4,4,4,1,4,5.072,25.723,27.131,6,5,5,Neither Disagree or Agree,Moderately Agree,2,5.653,23.543,24.756,6,6,6,6,3,4,4,5,5,5,3,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96064,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,110,34,37,39,43,28,19,24,15,13
2021-07-08 00:30:33,2021-07-08 00:45:07,IP Address,69.181.253.245,100,873,True,2021-07-08 00:45:08,R_1BRWbsjhxetZNBK,37.341705322265625,-121.9752960205078125,anonymous,EN,1,2,4,7,1,1,1,7.66,25.837,27.926,8,6,1,1,1,1,6.99,23.046,25.196,6,4,7,1,1,1,1,1,4.155,23.596,24.448,8,5,5,1,1,1,1,5.485,22.382,23.453,7,3,4,5,2,1,6,4,4,4,2,4,4,2,4,4,4,3,2,4,4,4,2,4,4,4,4,6,4,5,6,4,4,1,3,4,2,3,3,3,4,4,3,4,4,6,6,5,4,4,4,4,4,4,4,2,2,6,Somewhat disagree,13.19,405.701,406.911,62,3,7,3,6,1,9.068,34.445,35.612,9,7,7,7,6,5,4,5,5,7,2.819,25.602,25.965,10,2,2,2,2,2,2,2,3.501,25.004,26.172,7,2,2,2,2,2,2,2,1,5.408,29.303,29.635,10,4,4,3,Neither Disagree or Agree,Neither Disagree or Agree,6.578,19.338,20.737,5,1,1,1,3,Strongly Agree,5.292,20.333,21.17,5,1,1,1,3,1,1,4.055,28.225,29.457,6,4,5,Neither Disagree or Agree,Strongly Agree,1,4.275,22.29,23.536,5,4,7,4,1,2,7,4,4,4,4,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96244,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,55,20,21,14,33,8,16,17,4,4
2021-07-08 00:42:17,2021-07-08 00:47:24,IP Address,128.12.122.112,100,307,True,2021-07-08 00:47:24,R_1N2GjvEjYSvvP4X,37.423004150390625,-122.1638946533203125,anonymous,EN,1,3,3,3,2,3,4,0.657,12.077,12.979,9,2,2,3,3,2,0.485,9.671,10.566,10,2,2,3,3,3,1,2,0.528,14.205,14.575,12,3,3,2,3,2,3,0.538,8.94,9.677,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,4,5,4,4,5,5,4,5,4,5,4,4,4,4,4,5,5,4,4,5,5,4,Somewhat agree,1.787,63.411,66.016,78,3,3,5,4,3,0.669,8.721,9.488,7,4,5,3,5,3,2,2,2,2,1.469,17.048,18.747,12,2,2,2,2,2,2,2,2.181,9.255,10.369,7,2,1,2,2,2,2,2,1,1.586,18.241,19.545,12,3,3,2,Neither Disagree or Agree,Neither Disagree or Agree,2.691,9.44,10.805,5,3,2,2,2,Moderately Agree,0.809,9.188,9.966,6,2,2,2,2,1,2,1.236,19.574,20.442,11,2,2,Moderately Agree,Strongly Agree,3,2.664,12.763,14.724,8,5,3,6,2,4,2,3,2,2,6,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6591,psychone,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,61,19,21,21,18,22,8,10,11,11
2021-07-08 01:10:04,2021-07-08 01:10:09,IP Address,128.12.122.112,100,4,True,2021-07-08 01:10:09,R_2zi2NofS7ab61cC,37.423004150390625,-122.1638946533203125,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6591,psychone,emo_similarity_network_presurvey_sum2021,0,0,0,NA,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-08 00:53:27,2021-07-08 01:42:48,IP Address,98.45.177.177,100,2960,True,2021-07-08 01:42:49,R_3HhN45mbW9qT2nb,37.39739990234375,-122.00099945068359375,anonymous,EN,1,5,6,5,3,5,5,12.093,29.114,31.121,6,7,6,4,3,6,4.364,23.626,25.994,6,6,6,7,3,5,1,6,3.95,30.461,31.949,7,5,5,5,6,3,5,333.998,352.859,353.975,7,5,5,3,5,3,5,3,4,3,5,3,5,3,5,3,4,3,5,4,4,4,5,5,4,5,5,4,3,4,5,4,5,3,5,3,4,4,4,5,5,5,4,4,4,5,4,4,4,4,5,2,4,3,4,4,5,5,Somewhat agree,7.055,114.025,115.753,60,6,5,5,3,3,2.682,14.296,15.424,7,6,3,4,5,3,3,5,2,6,2.75,27.555,29.474,9,3,2,2,1,1,2,1,6.009,22.715,23.967,7,1,3,4,2,1,1,1,2,2.4,21.011,22.344,8,4,4,2,Moderately Disagree,Moderately Agree,2.25,16.7,18.352,6,4,4,4,3,Moderately Disagree,183.022,193.647,194.726,5,4,4,4,2,1,4,3.271,22.278,23.388,6,4,5,Moderately Agree,Neither Disagree or Agree,2,5.389,17.585,18.827,5,5,5,3,3,5,6,5,4,5,6,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96064,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,117,33,39,45,40,32,17,23,16,16
2021-07-08 04:20:02,2021-07-08 04:32:52,IP Address,24.17.212.233,100,769,True,2021-07-08 04:32:53,R_3KwLTvFy1c7DoG1,47.61309814453125,-122.20529937744140625,anonymous,EN,1,5,2,6,7,6,7,6.261,32.214,33.023,10,2,5,6,5,2,5.5,21.159,22.113,7,5,3,7,5,3,1,6,7.528,33.077,33.881,7,5,3,2,5,3,7,18.851,35.754,36.125,10,4,3,4,3,2,4,4,3,6,3,5,5,3,6,5,3,4,1,6,1,4,3,3,4,1,3,4,2,5,6,1,3,1,2,4,2,2,3,2,2,1,2,4,4,5,4,4,6,4,6,5,3,3,5,2,2,6,Somewhat disagree,1.921,326.121,326.477,75,6,7,5,6,1,1.674,14.642,15.322,10,7,5,5,4,2,2,2,2,2,2.991,31.05,31.897,13,3,2,4,3,3,2,4,3.781,21.176,21.93,9,2,3,4,4,1,4,1,1,7.771,40.129,40.445,10,4,5,3,Moderately Disagree,Strongly Agree,2.643,21.283,22.26,7,4,3,1,5,Neither Disagree or Agree,4.03,15.422,15.999,6,2,2,4,2,1,1,4.234,42.046,42.517,21,2,1,Strongly Agree,Strongly Agree,4,4.505,24.915,25.64,10,6,7,2,1,4,7,6,7,7,7,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6609,psychone,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,107,25,40,42,25,40,8,17,17,23
2021-07-08 04:24:35,2021-07-08 04:34:12,IP Address,73.116.156.252,100,576,True,2021-07-08 04:34:12,R_7OFcOwKmEESKDkd,37.7353057861328125,-121.44029998779296875,anonymous,EN,1,5,3,2,5,3,3,5.004,32.557,33.366,9,7,2,7,2,1,6.761,29.267,30.065,9,5,5,4,5,6,1,1,7.029,65.332,66.296,11,4,4,4,4,4,4,2.318,7.721,8.636,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Somewhat agree,4.05,59.423,61.618,60,6,7,7,7,1,9.54,22.235,22.635,7,4,4,4,4,4,4,4,4,4,3.52,20.309,21.077,9,2,4,3,3,2,3,4,3.875,31.393,31.915,9,2,2,2,3,4,3,2,2,77.834,114.415,115.219,9,2,3,3,Neither Disagree or Agree,Neither Disagree or Agree,8.796,21.572,21.876,7,3,3,3,3,Neither Disagree or Agree,2.379,6.644,8.05,6,3,3,3,3,0,3,0.99,6.307,7.148,6,3,3,Neither Disagree or Agree,Neither Disagree or Agree,3,0.811,4.992,5.729,5,7,7,7,7,4,4,4,4,4,5,NA,20,NA,sophomore in university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96076,rep,emo_similarity_network_presurvey_sum2021,1,0,1,0 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,90,27,42,21,33,36,12,21,15,21
2021-07-08 04:20:04,2021-07-08 04:37:00,IP Address,24.23.140.52,100,1015,True,2021-07-08 04:37:00,R_1FzgUzO6JIW47hb,37.437103271484375,-121.8954010009765625,anonymous,EN,1,3,2,1,2,2,7,9.89,23.964,25.217,7,4,4,4,2,1,2.54,37.206,39.742,16,2,1,4,2,1,1,4,2.418,24.576,25.354,9,3,1,3,3,1,4,9.816,37.344,38.553,11,2,1,2,5,4,4,2,4,3,4,3,4,2,5,2,4,4,4,5,2,5,1,2,6,5,2,1,1,4,3,3,4,2,2,3,4,2,4,1,3,2,1,5,5,2,3,1,4,4,1,3,2,3,4,4,1,5,Strongly agree,1.725,380.436,381.301,86,4,4,3,3,1,5.14,17.136,17.954,8,7,3,4,5,4,1,5,1,4,12.28,52.189,53.745,10,1,1,1,1,1,1,1,3.712,13.67,17.275,7,1,1,1,1,1,1,2,1,5.072,39.155,41.927,14,3,3,3,Neither Disagree or Agree,Moderately Agree,17.427,35.644,39.862,8,2,1,1,3,Moderately Agree,5.109,15.447,18.218,6,3,1,2,1,1,2,2.369,42.037,42.905,7,2,1,Moderately Agree,Moderately Agree,1,5.175,24.772,26.06,6,1,4,1,1,1,5,1,2,5,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96292,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,61,10,23,28,16,17,4,12,6,11
2021-07-08 06:24:46,2021-07-08 07:12:36,IP Address,76.102.46.110,100,2869,True,2021-07-08 07:12:36,R_8oDZgmeCzPpnyzT,37.393096923828125,-121.962005615234375,anonymous,EN,1,3,3,1,4,2,3,4.013,125.108,126.103,28,3,1,3,3,2,5.512,60.168,61.255,19,2,4,3,3,2,1,1,16.358,87.696,89.547,19,3,5,2,3,4,2,4.218,63.469,64.713,15,4,2,2,4,4,5,5,5,3,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,3,3,5,4,4,5,4,4,4,5,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,Somewhat agree,4.657,1344.693,1345.784,141,7,7,7,7,7,7.326,66.878,68.205,9,5,5,4,5,4,5,3,5,2,45.672,182.627,184.465,27,1,1,1,1,1,1,1,4.721,91.51,93.545,34,1,1,1,1,1,1,2,1,4.33,133.468,134.27,25,3,2,1,Neither Disagree or Agree,Neither Disagree or Agree,4.666,51.372,52.6,12,1,1,2,1,Strongly Agree,101.839,152.801,154.28,11,2,1,1,1,1,3,24.89,136.554,137.847,11,3,1,Moderately Agree,Strongly Agree,1,4.89,114.04,115.457,12,5,6,5,2,5,3,5,5,3,5,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96055,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,62,23,24,15,23,24,12,11,11,13
2021-07-08 06:44:23,2021-07-08 07:12:53,IP Address,73.231.146.187,100,1709,True,2021-07-08 07:12:53,R_1opPekUNRiY3vM8,37.3209075927734375,-121.91259765625,anonymous,EN,1,3,3,5,3,3,5,11.024,68.535,70.373,8,5,4,5,3,5,6.66,50.183,51.232,6,6,3,5,5,3,1,5,6.567,110.707,117.812,7,5,3,4,5,3,5,5.268,30.473,31.922,6,4,4,4,4,4,3,4,3,4,4,5,5,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,3,4,4,4,5,4,3,Somewhat agree,29.9,652.645,655.657,65,5,4,5,4,3,8.662,36.29,37.861,6,6,5,4,5,3,4,5,5,5,8.328,65.257,67.074,10,2,1,1,1,2,1,1,10.712,102.042,103.364,10,1,1,2,2,1,1,2,1,8.053,62.89,64.218,9,2,4,3,Moderately Disagree,Moderately Agree,12.452,58.837,60.323,5,2,3,2,4,Neither Disagree or Agree,10.318,37.451,38.237,6,4,4,3,2,1,4,3.322,49.266,50.908,6,3,4,Moderately Agree,Neither Disagree or Agree,3,8.727,45.731,47.148,5,5,3,5,3,5,3,5,5,3,5,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96526,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,96,21,37,38,28,30,9,19,12,18
2021-07-08 07:08:05,2021-07-08 07:34:12,IP Address,73.202.68.127,100,1567,True,2021-07-08 07:34:13,R_1FlBB6nyL2Ge5n6,37.30279541015625,-121.998199462890625,anonymous,EN,1,7,7,1,6,6,2,8.86,48.292,49.418,8,1,1,6,6,3,4.195,37.267,40.01,7,1,1,6,6,6,1,2,12.203,75.969,78.513,7,2,2,1,6,6,2,8.33,28.026,29.14,6,2,6,6,6,3,6,5,1,2,3,4,4,4,2,4,4,4,6,4,1,1,2,2,5,5,3,2,4,4,4,2,4,5,5,2,5,3,2,5,5,2,2,3,4,5,2,2,4,4,2,5,2,1,2,4,4,2,Somewhat agree,129.001,603.601,604.755,61,3,6,1,2,2,5.221,31.733,33.609,8,7,2,4,5,5,2,2,1,3,4.404,66.861,68.293,15,2,2,3,4,1,4,3,5.839,38.471,40.995,8,1,2,2,2,1,2,3,1,2.991,30.279,36.094,8,3,2,1,Strongly Agree,Strongly Agree,4.315,34.955,38.629,6,1,1,1,2,Strongly Agree,3.927,46.742,48.431,6,1,1,3,1,1,2,3.893,142.029,144.858,7,4,2,Strongly Disagree,Moderately Agree,3,11.495,202.079,203.336,7,2,2,2,5,1,3,2,2,1,2,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96427,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,87,34,35,18,21,48,10,11,24,24
2021-07-08 07:14:28,2021-07-08 07:34:16,IP Address,107.199.58.158,100,1187,True,2021-07-08 07:34:16,R_3CUUSBjFd8zsMdR,37.35260009765625,-121.9541015625,anonymous,EN,1,4,6,5,4,5,4,6.69,30.732,32.399,9,3,3,4,4,6,4.556,24.939,25.409,10,4,4,4,5,4,1,4,8.548,34.4,35.86,7,4,4,4,4,4,1,4.078,17.962,20.071,6,2,3,4,1,2,4,2,3,3,2,3,3,5,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,3,3,3,4,4,5,3,3,4,4,3,4,3,4,2,3,5,Somewhat disagree,153.893,648.858,651.426,64,5,4,4,3,4,4.427,24.926,26.566,11,7,4,6,6,6,5,6,7,6,3.673,27.392,27.857,12,3,3,3,2,2,3,2,8.47,43.373,44.687,11,2,2,4,3,3,1,2,1,6.249,48.237,49.317,10,3,4,3,Neither Disagree or Agree,Neither Disagree or Agree,10.897,52.96,54.213,6,5,3,3,5,Strongly Agree,6.864,24.895,25.376,7,2,3,4,4,1,3,3.852,43.752,44.501,10,3,2,Moderately Agree,Moderately Agree,4,4.534,23.41,27.237,5,5,5,5,4,6,5,5,5,4,4,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96229,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,94,31,32,31,29,34,14,15,17,17
2021-07-08 09:46:33,2021-07-08 09:52:18,IP Address,108.217.225.178,100,344,True,2021-07-08 09:52:18,R_u30XrO2akxgAR3z,37.528106689453125,-121.97320556640625,anonymous,EN,1,5,5,4,4,5,4,0.99,8.824,10.101,8,4,5,4,4,4,0.887,7.174,8.227,6,3,4,4,3,5,0,4,0.419,10.015,11.42,9,4,5,3,4,3,4,0.771,8.618,10.195,7,5,2,4,5,3,4,3,4,4,4,5,4,2,3,4,4,3,4,3,3,4,3,4,3,3,3,3,3,2,3,4,4,4,4,3,3,3,4,3,4,3,3,4,3,4,4,3,3,4,4,3,3,3,4,3,3,4,Somewhat disagree,3.353,131.713,133.093,72,2,5,2,2,2,1.861,10.562,12.116,6,3,4,4,5,3,4,4,3,5,0.856,12.6,14.264,10,2,2,2,2,2,2,2,2.677,12.879,14.37,8,2,2,2,2,2,2,2,3,1.684,11.682,12.733,11,3,4,2,Moderately Disagree,Moderately Agree,2.562,16.045,17.264,6,3,2,2,3,Neither Disagree or Agree,2.747,12.56,13.393,6,3,3,3,2,0,4,2.473,11.077,12.076,8,3,2,Neither Disagree or Agree,Moderately Disagree,3,0.711,6.773,7.784,7,3,4,4,5,4,5,2,3,3,4,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96301,rep,emo_similarity_network_presurvey_sum2021,1,0,0,0 + 1 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/2021-07-10/emo_similarity_network_presurvey_sum2021.csv,94,31,31,32,30,32,14,16,17,15
